Techniques,Rule
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
2020,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_load_by_rundll32.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_load_by_rundll32.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_msiexec_cwd.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_susp_msiexec_cwd.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
T1569,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
T1021,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_msiexec_install_quiet.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_msiexec_install_quiet.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
T1033,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
2016-03-001,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_verclsid_runs_com.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_verclsid_runs_com.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_tor_browser.yml
T1090,sigma-master/rules/windows/process_creation/proc_creation_win_tor_browser.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
T1110,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
T1110,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_certoc_execution.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_certoc_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_userinit_child.yml
T1055,sigma-master/rules/windows/process_creation/proc_creation_win_susp_userinit_child.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_no_params.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_no_params.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
T1505,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
T1584,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_cmd_dosfuscation.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_cmd_dosfuscation.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1203,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_csc_folder.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_susp_csc_folder.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
T1552,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
T1053,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_image_missing.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_anydesk_silent_install.yml
T1190,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_diskshadow.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_diskshadow.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_calc.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_susp_calc.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_network_scan_loop.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_network_scan_loop.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_network_scan_loop.yml
T1018,sigma-master/rules/windows/process_creation/proc_creation_win_network_scan_loop.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_aspnet_compiler.yml
T1127,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_aspnet_compiler.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_delete_systemstatebackup.yml
T1490,sigma-master/rules/windows/process_creation/proc_creation_win_delete_systemstatebackup.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_cmdline_specific_comb_methods.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_cmdline_specific_comb_methods.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_cmdline_specific_comb_methods.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_cmdline_specific_comb_methods.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cmd_shadowcopy_access.yml
T1490,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cmd_shadowcopy_access.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_crackmapexec_powershell_obfuscation.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_crackmapexec_powershell_obfuscation.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_crackmapexec_powershell_obfuscation.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_susp_crackmapexec_powershell_obfuscation.yml
G0030,sigma-master/rules/windows/process_creation/proc_creation_win_apt_elise.yml
G0050,sigma-master/rules/windows/process_creation/proc_creation_win_apt_elise.yml
S0081,sigma-master/rules/windows/process_creation/proc_creation_win_apt_elise.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_elise.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_apt_elise.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ilasm.yml
T1127,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ilasm.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_unc2452_cmds.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_apt_unc2452_cmds.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_psexesvc_start.yml
S0029,sigma-master/rules/windows/process_creation/proc_creation_win_psexesvc_start.yml
T1569,sigma-master/rules/windows/process_creation/proc_creation_win_psexesvc_start.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_wifi_credential_harvesting.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_wifi_credential_harvesting.yml
T1040,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_wifi_credential_harvesting.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_software_discovery.yml
T1518,sigma-master/rules/windows/process_creation/proc_creation_win_software_discovery.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runscripthelper.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runscripthelper.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runscripthelper.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runscripthelper.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_false_sysinternalsuite.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_false_sysinternalsuite.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_false_sysinternalsuite.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_false_sysinternalsuite.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_use_of_te_bin.yml
2013-05-009,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_psexec.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_psexec.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_psexec.yml
EXFILTRATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bitstransfer.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bitstransfer.yml
T1197,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bitstransfer.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_mal_lockergoga_ransomware.yml
T1486,sigma-master/rules/windows/process_creation/proc_creation_win_mal_lockergoga_ransomware.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_js_runhtmlapplication.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_msconfig_gui.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_msconfig_gui.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_msconfig_gui.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_winsat.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_winsat.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_winsat.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hack_rubeus.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_hack_rubeus.yml
T1558,sigma-master/rules/windows/process_creation/proc_creation_win_hack_rubeus.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/proc_creation_win_hack_rubeus.yml
T1550,sigma-master/rules/windows/process_creation/proc_creation_win_hack_rubeus.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_lpe_cve_2021_41379.yml
T1068,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_lpe_cve_2021_41379.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_sdiagnhost_susp_child.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_sdiagnhost_susp_child.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_sdiagnhost_susp_child.yml
T1546,sigma-master/rules/windows/process_creation/proc_creation_win_sticky_keys_unauthenticated_privileged_cmd_access.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_sticky_keys_unauthenticated_privileged_cmd_access.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_anydesk_susp_folder.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_anydesk_susp_folder.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_jusched.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_jusched.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_jusched.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_indirect_cmd.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_indirect_cmd.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_dll_sideload_xwizard.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_dll_sideload_xwizard.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_by_java.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_by_java.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_by_java.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_dsim_remove.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_dsim_remove.yml
G0010,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_commands_medium.yml
